Tue 12/09/2025 13:44:41.20 . INITIALIZE file C:\temp\mDCT_v1.54\LCN01ESVTB_20251209_133828\_Network\netstat.txt by experionadmin on LCN01ESVTB in Domain ALONBIGSCTRL 
mDCT++ [v1.54] (krasimir.kumanov@gmail.com) 

================================================================================== 
===== 13:44:41.23 : netstat -natoq 
================================================================================== 

Active Connections

  Proto  Local Address          Foreign Address        State           PID      Offload State

  TCP    0.0.0.0:80             0.0.0.0:0              LISTENING       4	InHost      
  TCP    [::]:50002             [::]:0                 LISTENING       15624	InHost      
  TCP    [::]:50003             [::]:0                 LISTENING       15700	InHost      
  TCP    [::]:50004             [::]:0                 LISTENING       14080	InHost      
  TCP    [::]:51456             [::]:0                 LISTENING       672	InHost      
  TCP    [::]:51457             [::]:0                 LISTENING       1652	InHost      
  TCP    [::]:51458             [::]:0                 LISTENING       1884	InHost      
  TCP    [::]:51459             [::]:0                 LISTENING       1804	InHost      
  TCP    [::]:51461             [::]:0                 LISTENING       812	InHost      
  TCP    [::]:51480             [::]:0                 LISTENING       2624	InHost      
  TCP    [::]:51491             [::]:0                 LISTENING       812	InHost      
  TCP    [::]:51677             [::]:0                 LISTENING       5668	InHost      
  TCP    [::]:51846             [::]:0                 LISTENING       7344	InHost      
  TCP    [::]:51972             [::]:0                 LISTENING       792	InHost      
  TCP    [::]:53003             [::]:0                 LISTENING       21344	InHost      
  TCP    [::]:53833             [::]:0                 LISTENING       5872	InHost      
  TCP    [::]:53834             [::]:0                 LISTENING       1968	InHost      
  TCP    [::]:53835             [::]:0                 LISTENING       20784	InHost      
  TCP    [::]:53837             [::]:0                 LISTENING       13360	InHost      
  TCP    [::]:55165             [::]:0                 LISTENING       23912	InHost      
  TCP    [::]:55594             [::]:0                 LISTENING       11664	InHost      
  TCP    [::]:55610             [::]:0                 LISTENING       4	InHost      
  TCP    [::1]:1434             [::]:0                 LISTENING       4244	InHost      
  TCP    [::1]:3142             [::]:0                 LISTENING       1388	InHost      
  TCP    [::1]:9850             [::]:0                 LISTENING       940	InHost      
  TCP    [::1]:40227            [::1]:51505            ESTABLISHED     4464	InHost      
  TCP    [::1]:40228            [::]:0                 LISTENING       18988	InHost      
  TCP    [::1]:40252            [::]:0                 LISTENING       22404	InHost      
  TCP    [::1]:40253            [::]:0                 LISTENING       9820	InHost      
  TCP    [::1]:40254            [::]:0                 LISTENING       21152	InHost      
  TCP    [::1]:40255            [::]:0                 LISTENING       14952	InHost      
  TCP    [::1]:40261            [::]:0                 LISTENING       24936	InHost      
  TCP    [::1]:40262            [::]:0                 LISTENING       19960	InHost      
  TCP    [::1]:51505            [::1]:40227            ESTABLISHED     5032	InHost      
  TCP    [fe80::5cf4:4222:8ecb:f556%8]:54399  [fe80::5cf4:4222:8ecb:f556%8]:1433  TIME_WAIT       0	InHost      
  TCP    [::]:51505             [::]:0                 BOUND           5032	InHost      
  TCP    [::]:51829             [::]:0                 BOUND           3188	InHost      
  TCP    [::]:51852             [::]:0                 BOUND           3188	InHost      
  TCP    [::]:51861             [::]:0                 BOUND           4120	InHost      
  TCP    [::]:51868             [::]:0                 BOUND           11680	InHost      
  TCP    [::]:51911             [::]:0                 BOUND           3312	InHost      
  TCP    [::]:53478             [::]:0                 BOUND           4464	InHost      
  UDP    0.0.0.0:67             *:*                                    3312	            
  UDP    0.0.0.0:123            *:*                                    1224	            
  UDP    0.0.0.0:161            *:*                                    3356	            
  UDP    0.0.0.0:162            *:*                                    3364	            
  UDP    0.0.0.0:2909           *:*                                    3392	            
  UDP    0.0.0.0:3389           *:*                                    1096	            
  UDP    0.0.0.0:5353           *:*                                    1716	            
  UDP    0.0.0.0:5353           *:*                                    17896	            
  UDP    0.0.0.0:5353           *:*                                    17896	            
  UDP    0.0.0.0:5355           *:*                                    1716	            
  UDP    0.0.0.0:6771           *:*                                    6376	            
  UDP    0.0.0.0:6771           *:*                                    6376	            
  UDP    0.0.0.0:6888           *:*                                    6376	            
  UDP    0.0.0.0:12321          *:*                                    3004	            
  UDP    0.0.0.0:45006          *:*                                    5112	            
  UDP    0.0.0.0:50000          *:*                                    12648	            
  UDP    0.0.0.0:50001          *:*                                    12648	            
  UDP    0.0.0.0:51392          *:*                                    4120	            
  UDP    0.0.0.0:51561          *:*                                    6172	            
  UDP    0.0.0.0:51562          *:*                                    6172	            
  UDP    0.0.0.0:51563          *:*                                    6172	            
  UDP    0.0.0.0:51564          *:*                                    6172	            
  UDP    0.0.0.0:51565          *:*                                    6172	            
  UDP    0.0.0.0:51566          *:*                                    6172	            
  UDP    0.0.0.0:51567          *:*                                    6172	            
  UDP    0.0.0.0:51568          *:*                                    6172	            
  UDP    0.0.0.0:51569          *:*                                    6172	            
  UDP    0.0.0.0:51570          *:*                                    6172	            
  UDP    0.0.0.0:51571          *:*                                    6172	            
  UDP    0.0.0.0:51572          *:*                                    6172	            
  UDP    0.0.0.0:51573          *:*                                    6172	            
  UDP    0.0.0.0:51574          *:*                                    6172	            
  UDP    0.0.0.0:51575          *:*                                    6172	            
  UDP    0.0.0.0:51576          *:*                                    6172	            
  UDP    0.0.0.0:51577          *:*                                    6172	            
  UDP    0.0.0.0:51578          *:*                                    6172	            
  UDP    0.0.0.0:51579          *:*                                    6172	            
  UDP    0.0.0.0:51580          *:*                                    6172	            
  UDP    0.0.0.0:51581          *:*                                    6172	            
  UDP    0.0.0.0:51582          *:*                                    6172	            
  UDP    0.0.0.0:51915          *:*                                    5560	            
  UDP    0.0.0.0:51966          *:*                                    17624	            
  UDP    0.0.0.0:52068          *:*                                    3312	            
  UDP    0.0.0.0:52504          *:*                                    6384	            
  UDP    0.0.0.0:52505          *:*                                    6384	            
  UDP    0.0.0.0:52509          *:*                                    6172	            
  UDP    0.0.0.0:52510          *:*                                    6172	            
  UDP    0.0.0.0:52511          *:*                                    6172	            
  UDP    0.0.0.0:52512          *:*                                    6172	            
  UDP    0.0.0.0:52513          *:*                                    6172	            
  UDP    0.0.0.0:52514          *:*                                    6172	            
  UDP    0.0.0.0:52515          *:*                                    6172	            
  UDP    0.0.0.0:52516          *:*                                    6172	            
  UDP    0.0.0.0:52517          *:*                                    6172	            
  UDP    0.0.0.0:52518          *:*                                    6172	            
  UDP    0.0.0.0:52519          *:*                                    6172	            
  UDP    0.0.0.0:52520          *:*                                    6172	            
  UDP    0.0.0.0:52521          *:*                                    6172	            
  UDP    0.0.0.0:52522          *:*                                    6172	            
  UDP    0.0.0.0:52523          *:*                                    6172	            
  UDP    0.0.0.0:52524          *:*                                    6172	            
  UDP    0.0.0.0:52525          *:*                                    6172	            
  UDP    0.0.0.0:52526          *:*                                    6172	            
  UDP    0.0.0.0:52527          *:*                                    6172	            
  UDP    0.0.0.0:52528          *:*                                    6172	            
  UDP    0.0.0.0:52529          *:*                                    6172	            
  UDP    0.0.0.0:52530          *:*                                    6172	            
  UDP    0.0.0.0:52639          *:*                                    5004	            
  UDP    0.0.0.0:52640          *:*                                    3312	            
  UDP    0.0.0.0:52641          *:*                                    5560	            
  UDP    0.0.0.0:52751          *:*                                    5032	            
  UDP    0.0.0.0:52942          *:*                                    18056	            
  UDP    0.0.0.0:52944          *:*                                    18056	            
  UDP    0.0.0.0:53104          *:*                                    11528	            
  UDP    0.0.0.0:53105          *:*                                    11528	            
  UDP    0.0.0.0:53106          *:*                                    11664	            
  UDP    0.0.0.0:53107          *:*                                    11664	            
  UDP    0.0.0.0:53273          *:*                                    5004	            
  UDP    0.0.0.0:53354          *:*                                    6120	            
  UDP    0.0.0.0:53398          *:*                                    11528	            
  UDP    0.0.0.0:53886          *:*                                    6376	            
  UDP    0.0.0.0:53888          *:*                                    6376	            
  UDP    0.0.0.0:54833          *:*                                    11528	            
  UDP    0.0.0.0:54834          *:*                                    11528	            
  UDP    0.0.0.0:54835          *:*                                    11528	            
  UDP    0.0.0.0:54836          *:*                                    11672	            
  UDP    0.0.0.0:54837          *:*                                    11672	            
  UDP    0.0.0.0:54838          *:*                                    11672	            
  UDP    0.0.0.0:54839          *:*                                    11672	            
  UDP    0.0.0.0:54841          *:*                                    13404	            
  UDP    0.0.0.0:54842          *:*                                    13404	            
  UDP    0.0.0.0:54843          *:*                                    13404	            
  UDP    0.0.0.0:54844          *:*                                    13404	            
  UDP    0.0.0.0:55034          *:*                                    17624	            
  UDP    0.0.0.0:55035          *:*                                    17624	            
  UDP    0.0.0.0:55036          *:*                                    17624	            
  UDP    0.0.0.0:55235          *:*                                    6172	            
  UDP    0.0.0.0:55236          *:*                                    6172	            
  UDP    0.0.0.0:55555          *:*                                    11680	            
  UDP    0.0.0.0:55621          *:*                                    5032	            
  UDP    0.0.0.0:60577          *:*                                    17624	            
  UDP    127.0.0.1:2911         *:*                                    18056	            
  UDP    127.0.0.1:6771         *:*                                    6376	            
  UDP    127.0.0.1:24100        *:*                                    940	            
  UDP    127.0.0.1:24101        *:*                                    940	            
  UDP    127.0.0.1:24102        *:*                                    940	            
  UDP    127.0.0.1:52069        *:*                                    3212	            
  UDP    127.0.0.1:52991        *:*                                    812	            
  UDP    127.0.0.1:53272        *:*                                    3272	            
  UDP    127.0.0.1:53365        *:*                                    940	            
  UDP    127.0.0.1:53882        *:*                                    6376	            
  UDP    127.0.0.1:54155        *:*                                    17756	            
  UDP    127.0.0.1:54845        *:*                                    12188	            
  UDP    127.0.0.1:55013        *:*                                    1744	            
  UDP    127.0.0.1:55395        *:*                                    1596	            
  UDP    172.20.75.24:137       *:*                                    4	            
  UDP    172.20.75.24:138       *:*                                    4	            
  UDP    172.20.75.24:1089      *:*                                    3168	            
  UDP    172.20.75.24:2911      *:*                                    18056	            
  UDP    172.20.75.24:6771      *:*                                    6376	            
  UDP    172.20.75.24:45007     *:*                                    5112	            
  UDP    172.20.75.24:51966     *:*                                    3168	            
  UDP    172.20.75.24:51967     *:*                                    9712	            
  UDP    172.20.75.24:52752     *:*                                    5032	            
  UDP    172.20.75.24:53619     *:*                                    9712	            
  UDP    172.20.75.24:53856     *:*                                    9712	            
  UDP    172.20.75.24:53881     *:*                                    6376	            
  UDP    172.20.75.24:53885     *:*                                    6376	            
  UDP    172.20.75.24:55090     *:*                                    9712	            
  UDP    [::]:123               *:*                                    1224	            
  UDP    [::]:161               *:*                                    3356	            
  UDP    [::]:162               *:*                                    3364	            
  UDP    [::]:3389              *:*                                    1096	            
  UDP    [::]:5353              *:*                                    17896	            
  UDP    [::]:5353              *:*                                    1716	            
  UDP    [::]:5355              *:*                                    1716	            
  UDP    [::]:6771              *:*                                    6376	            
  UDP    [::]:53887             *:*                                    6376	            
  UDP    [::]:53889             *:*                                    6376	            
  UDP    [::1]:6771             *:*                                    6376	            
  UDP    [::1]:53884            *:*                                    6376	            
  UDP    [fe80::5cf4:4222:8ecb:f556%8]:6771  *:*                                    6376	            
  UDP    [fe80::5cf4:4222:8ecb:f556%8]:53883  *:*                                    6376	            
 
